AFFAIRE;POINT;PRESTATION;PRS_OPTION;FOURNISSEUR;STATUT;ETAT_EXTERNE;ETAT_INTERNE;DATE_DEMANDE;DATE_EFFET;MOD_RDV;MEDIA;REGION;TERRITOIRE;SGEL;GINKO;STR_TAR_ST_FORTARACH
A04RM4AD;07419681543172;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFMU4
A04RM4IV;09548335688030;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;19/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Loiret (095);O;O;BTINFMU4
A04RM6D5;16379160601870;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Lot et Garonne (163);O;O;BTINFMU4
A04RM86M;16157308246601;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFMU4
A04RM94M;21364254686326;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Bagneux (213);O;O;BTINFMU4
A04RM94N;21324891444710;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Bagneux (213);O;O;BTINFMU4
A04RM9NR;14263096920263;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFCU4
A04RMDHG;07363820548387;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFMU4
A04RMEH3;07349059326510;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFCU4
A04RMG0A;14509117196031;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Cotes d'Armor (145);O;O;BTINFCU4
A04RMGS6;01495224282798;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Arras (014);O;O;BTINFCU4
A04RMIBB;25139942093850;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Marseille (251);O;O;BTINFMU4
A04RMJ54;07549638151727;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFCU4
A04RMKLE;04269464519244;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Ardennes (042);O;O;BTINFMU4
A04RMPHL;01132850927165;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Lille metropole (011);O;O;BTINFMU4
A04RMQNZ;07398408040790;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFCU4
A04RMS80;14855716226704;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Morbihan (148);O;O;BTINFCU4
A04RMT31;05644428354141;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Lorraine trois frontieres (056);O;O;BTINFCU4
A04RMS09;19114761134626;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;17/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Lyon metropole (191);O;O;BTINFCU4
A04RMUJS;14877424004415;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Morbihan (148);O;O;BTINFMU4
A04RMTXH;19335745247506;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Alpes Dauphine (193);O;O;BTINFMU4
A04RMTXJ;07469753951143;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFMU4
A04RMVWD;21213024554378;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Cergy (212);O;O;BTINFMU4
A04RMV8S;25176700332086;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;18/02/2020;;EAI;M8 - Méditerranée;M100 - Marseille (251);O;O;BTINFMU4
A04RMW2J;14863675801505;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Morbihan (148);O;O;BTINFMU4
A04RMWY9;07477424016444;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RN066;25982923250115;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;17/02/2020;;EAI;M8 - Méditerranée;M100 - Cannes (259);O;O;BTINFCU4
A04RN5FG;02586830650057;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Manche (025);O;O;BTINFMU4
A04RN88F;23147612108868;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Grand Toulouse (231);O;O;BTINFMU4
A04RN8Q1;07512445672221;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFCU4
A04RN8D7;17510853793599;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Correze-Cantal (175);O;O;BTINFMU4
A04RNA86;23184804602234;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;06/03/2020;;EAI;M8 - Sud Ouest;M100 - Grand Toulouse (231);O;O;BTINFMU4
A04RN9X1;04540086801622;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Champagne Sud (045);O;O;BTINFCU4
A04RNA0F;25888133082689;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Avignon Grand Delta (258);O;O;BTINFCU4
A04RNAJL;14262807484639;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFCU4
A04RNB9I;01406512289790;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Arras (014);O;O;BTINFMU4
A04RNFDK;07376989861896;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFMU4
A04RNG7I;06344283589345;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Alsace (063);O;O;BTINFMU4
A04RNJ0S;16109985491910;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFMU4
A04RNHWL;19140231351877;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;09/03/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Lyon metropole (191);O;O;BTINFMU4
A04RNK88;05251664232860;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Nancy Lorraine (051);O;O;BTINFMU4
A04RNJJL;19169319759847;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;17/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Lyon metropole (191);O;O;BTINFMU4
A04RNJYB;17198697479831;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Clermont-Ferrand (171);O;O;BTINFMU4
A04RNKCW;21539218467973;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Asnieres (215);O;O;BTINFMU4
A04RNJAG;14478147475906;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Ille-et-Vilaine (144);O;O;BTINFCU4
A04RNR7H;19891751020058;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Loire (198);O;O;BTINFCU4
A04RNRME;19855571619418;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Loire (198);O;O;BTINFCU4
A04RNTIP;05676845114931;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Est;M100 - Lorraine trois frontieres (056);O;O;BTINFMU4
A04RNT5R;19848480447299;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Loire (198);O;O;BTINFCU4
A04RNST0;04225325614412;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Est;M100 - Ardennes (042);O;O;BTINFMU4
A04RNV03;22471490575511;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Saint-Mande (224);O;O;BTINFMU4
A04RNWJT;06441244553852;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Est;M100 - Franche-Comte Nord (064);O;O;BTINFCU4
A04RNYBE;16179160435150;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFMU4
A04RNYBH;22109551210919;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;13/02/2020;;EAI;M8 - Ile de France;M100 - Seine et Marne (221);O;O;BTINFMU4
A04RL4KG;14270622245967;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFMU4
A04RLCVC;06411722129601;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Franche-Comte Nord (064);O;O;BTINFMU4
A04RLGGL;21213024552576;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Oise (016);O;O;BTINFMU4
A04RLI26;25497539796139;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Nice Alpes Cote D'azur (254);O;O;BTINFMU4
A04RLHR4;07380607740562;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFCU4
A04RLJS6;14585962347904;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Cotes d'Armor (145);O;O;BTINFMU4
A04RLIEG;23533863929345;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Aveyron Lozere (235);O;O;BTINFMU4
A04RLITT;16271201150087;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Perigord (162);O;O;BTINFCU4
A04RLLMF;14669753951031;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Iroise (146);O;O;BTINFMU4
A04RLP7E;17191606356169;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Clermont-Ferrand (171);O;O;BTINFMU4
A04RLQ9V;21331837899179;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Bagneux (213);O;O;BTINFMU4
A04RLQ28;07411577391038;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFMU4
A04RLPWF;12244573047256;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Cote d'Or (122);O;O;BTINFMU4
A04RLRV7;07249782923133;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFCU4
A04RLRWI;07589290861011;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RLTGA;14228943519431;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFMU4
A04RLT51;12217221395327;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Cote d'Or (122);O;O;BTINFCU4
A04RLW2Y;19340665698906;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Alpes Dauphine (193);O;O;BTINFMU4
A04RLW3W;21182054931345;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Versailles (211);O;O;BTINFCU4
A04RLUMF;17152098379232;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Grand Velay (179);O;O;BTINFCU4
A04RLWHS;17541678698306;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Correze-Cantal (175);O;O;BTINFMU4
A04RLWAI;25625904475607;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;18/02/2020;;EAI;M8 - Méditerranée;M100 - Alpes du Sud (256);O;O;BTINFCU4
A04RLWR2;07506367546726;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RLZVP;07486107033304;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RM0PK;01181041935772;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Lille metropole (011);O;O;BTINFCU4
A04RM1BI;22483067876146;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Saint-Mande (224);O;O;BTINFMU4
A04RM2JB;25979015869585;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Cannes (259);O;O;BTINFMU4
A04RM1XM;07478292323277;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RM2N0;24380028864498;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Montpellier Herault (243);O;O;BTINFMU4
A04RM350;22114905896440;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Seine et Marne (221);O;O;BTINFCU4
A04RM6M7;01596382029630;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Cote d'Opale (015);O;O;BTINFMU4
A04RM6R8;07438929047443;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFMU4
A04RM8H2;22413603332016;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Saint-Mande (224);O;O;BTINFCU4
A04RMD9H;05563386392975;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Metz Lorraine (055);O;O;BTINFMU4
A04RME7D;17162083930999;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Grand Velay (179);O;O;BTINFMU4
A04RMFZK;07174095469802;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris pyramide (071);O;O;BTINFMU4
A04RMIPL;12104775662062;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Bourgogne du sud (121);O;O;BTINFCU4
A04RMJD4;23119392087309;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Grand Toulouse (231);O;O;BTINFMU4
A04RMIZG;14552966689530;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Cotes d'Armor (145);O;O;BTINFMU4
A04RMLBM;17665412426210;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Indre en Berry (176);O;O;BTINFMU4
A04RMNY7;25406367537398;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Nice Alpes Cote D'azur (254);O;O;BTINFCU4
A04RMR0J;15216642438143;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Charente-maritime (152);O;O;BTINFCU4
A04RMRIT;14203617904434;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ouest;M100 - Nantes Atlantique (142);O;O;BTINFCU4
A04RMRJT;21522431200824;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Asnieres (215);O;O;BTINFMU4
A04RMRLF;07331403714690;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFMU4
A04RMSRV;05124457209799;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Est;M100 - Nancy Lorraine (051);O;O;BTINFCU4
A04RMSVW;07200868233763;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RMTTD;21279305340220;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Oise (016);O;O;BTINFMU4
A04RMW7F;01187988390100;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Lille metropole (011);O;O;BTINFMU4
A04RMV0G;02241244547442;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Normandie Eure (022);O;O;BTINFMU4
A04RMV80;16508827729560;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Bearn Bigorre (165);O;O;BTINFCU4
A04RMVLN;07220694584301;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RMXEW;25183357346749;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Méditerranée;M100 - Marseille (251);O;O;BTINFMU4
A04RMX4F;07417221415149;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;05/03/2020;;EAI;M8 - Ile de France;M100 - Paris tour Eiffel (074);O;O;BTINFCU4
A04RN1DK;23122431241007;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Grand Toulouse (231);O;O;BTINFMU4
A04RN0NH;16399710536107;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;17/02/2020;;EAI;M8 - Sud Ouest;M100 - Lot et Garonne (163);O;O;BTINFMU4
A04RN0GI;07539218451464;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RN0GW;01169898666279;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Lille metropole (011);O;O;BTINFMU4
A04RN21Z;07366714879061;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris r.g. (073);O;O;BTINFMU4
A04RN3GC;16239363228160;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Perigord (162);O;O;BTINFMU4
A04RN40D;16106801723735;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFMU4
A04RN569;19159478811347;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Rhône Alpes Bourgogne;M100 - Lyon metropole (191);O;O;BTINFCU4
A04RN6GG;21399710480184;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Bagneux (213);O;O;BTINFMU4
A04RN928;07227930474169;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Paris Nord (075);O;O;BTINFMU4
A04RN95N;21263096832401;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Ile de France;M100 - Cergy (212);O;O;BTINFMU4
A04RN9KR;16175976644725;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Gironde (161);O;O;BTINFMU4
A04RNAWK;02119102682209;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Manche Mer du Nord;M100 - Normandie Rouen (021);O;O;BTINFCU4
A04RNAJD;09714471756599;F180;;EDF Commerce;AFF-ENCOURS;Intervention planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Auvergne Centre Limousin;M100 - Touraine (097);O;O;BTINFMU4
A04RNBAF;23144428294283;F180;;EDF Commerce;AFF-ENCOURS;Intervention re-planifiée;Intervention planifiée;10/02/2020;12/02/2020;;EAI;M8 - Sud Ouest;M100 - Grand Toulouse (231);O;O;BTINFCU4
